@relation ppg

@attribute ibi real
@attribute sdnn real
@attribute sdsd real
@attribute rmssd real
@attribute pnn20 real
@attribute pnn50 real
@attribute hr_mad real
@attribute sd1 real
@attribute sd2 real
@attribute s real
@attribute sd1/sd2 real
@attribute id {0, 1, 2}

@data
560.204545454546,30.2749367880539,8.1548805976745,12.6001253126603,0.0789473684210526,0,12.4999999999994,8.89327689669123,22.54086009808,629.770293172919,0.394540264124559,0
589.690476190476,52.8292343739253,5.78885551091325,10.5076284864979,0.0256410256410256,0,8.99999999999977,7.41726223701878,43.9947175718572,1025.16563712893,0.168594382380204,0
605.27027027027,118.639733704356,24.2911336005058,30.0512382952337,0.192307692307692,0.0769230769230769,17.0000000000001,21.045456578643,92.8883181297328,6141.4274287847,0.226567312256098,0
542.815789473684,152.783619827306,15.1964600469711,24.4693686064842,0.428571428571429,0.0714285714285714,25.9999999999999,17.2616974535991,177.054000972031,9601.5007085384,0.0974939699686643,0
563.088235294117,160.006685089581,16.628391424324,27.4633955518627,0.428571428571429,0.0952380952380952,32.9999999999978,18.0732322332226,191.553459616778,10876.1628557534,0.094350852599478,0
627.883720930233,50.5735519179392,8.06441848470064,13.536276047376,0.102564102564103,0,11.0000000000014,9.49185608921702,31.342386119325,934.61570453873,0.302844079996977,0
621.6,52.360035650612,15.1274576913849,23.3635112630056,0.390243902439024,0.0487804878048781,10.9999999999991,16.459855080416,16.4971470141772,853.070108343687,0.9977394919419,0
660.5,32.0514501161094,9.99983774881918,17.0723494657025,0.348837209302326,0,16.4999999999998,12.0597709196708,42.7750540160846,1620.61366894735,0.281934674241113,0
646.2,13.6407885076748,7.93967248283398,12.9883668880505,0.116279069767442,0,10.0000000000023,9.17261308021379,16.6252071316041,479.082174370683,0.551729251106706,0
637.860465116279,12.6630416188009,8.73300167542257,13.798197125076,0.0975609756097561,0,8.00000000000068,9.71224902289359,14.8634274416203,453.511860336551,0.653432666256877,0
590.166666666667,117.047185573997,17.0437612022223,23.5735929742221,0.257142857142857,0.0285714285714286,20.0000000000014,16.6018685941171,149.159241026741,7779.59537736249,0.11130298384356,0
624.184210526316,101.736205650526,19.5735492270671,28.5662783376575,0.387096774193548,0.129032258064516,28.5000000000014,20.1817702433679,56.9408569154373,3610.21552143786,0.354433904522016,0
590.190476190476,68.832522108181,16.1928303959711,20.7326338235917,0.105263157894737,0.0789473684210526,12.9999999999984,14.5766196127624,74.2869800278759,3401.88318694567,0.19622038218935,0
